name,country,region,rating,rating_count,price,source_sheet,vintage,producer_hint
Ca' del Bosco Franciacorta Cuv√©e Prestige N.V.,Italië,Franciacorta,4.1,24969,39.15,Frankrijk,,Ca'
Zenato Ripassa Valpolicella Ripasso Superiore 2015,Italië,Valpolicella Ripasso,4.2,13223,42.5,Frankrijk,2015.0,Zenato
Antinori Tignanello 2015,Italië,Toscane,4.6,13180,219.99,Frankrijk,2015.0,Antinori
Villa Degli Olmi Corte dei Rovi Prosecco N.V.,Italië,Prosecco,4.3,12321,11.99,Frankrijk,,Villa
Bellavista Alma Gran Cuv√©e Brut N.V.,Italië,Franciacorta,3.9,12138,34.75,Frankrijk,,Bellavista
Zonin Prosecco Cuv√©e 1821 N.V.,Italië,Prosecco,3.7,11471,10.99,Frankrijk,,Zonin
Antinori Tignanello 2013,Italië,Toscane,4.5,11452,239.99,Frankrijk,2013.0,Antinori
Nino Franco Rustico Valdobbiadene Prosecco Superiore N.V.,Italië,Conegliano-Valdobbiadene Prosecco Superiore,3.9,8769,18.0,Frankrijk,,Nino
Tenuta Ulisse Limited Edition 10 Vendemmie N.V.,Italië,Montepulciano d’Abruzzo,4.5,8546,34.99,Frankrijk,,Tenuta
Ornellaia Le Volte 2018,Italië,Toscane,4.1,8380,27.5,Frankrijk,2018.0,Ornellaia
Zenato Ripassa Valpolicella Ripasso Superiore 2012,Italië,Valpolicella Ripasso,4.1,8151,50.0,Frankrijk,2012.0,Zenato
Bottega Gold N.V.,Italië,Prosecco,3.7,7628,25.95,Frankrijk,,Bottega
Tenuta San Guido Sassicaia 2012,Italië,Bolgheri Sassicaia,4.6,7389,699.99,Frankrijk,2012.0,Tenuta
Antinori Tignanello 2009,Italië,Toscane,4.5,7253,244.99,Frankrijk,2009.0,Antinori
Zenato Amarone della Valpolicella Classico 2015,Italië,Amarone della Valpolicella Classico,4.4,7222,120.0,Frankrijk,2015.0,Zenato
Antinori Tenuta Montenisa 'Marchese Antinori' Cuv√©e Royale N.V.,Italië,Franciacorta,3.8,7021,29.49,Frankrijk,,Antinori
Freixenet Italian Sparkling Ros√© N.V.,Italië,"(""Vino d'Italia"",)",3.8,6566,10.49,Frankrijk,,Freixenet
Tenuta San Guido Sassicaia 2015,Italië,Bolgheri Sassicaia,4.6,6552,425.0,Frankrijk,2015.0,Tenuta
Tenuta San Guido Sassicaia 2010,Italië,Bolgheri Sassicaia,4.6,6450,395.0,Frankrijk,2010.0,Tenuta
Bottega Prosecco Il Vino Dei Poeti N.V.,Italië,Prosecco,3.6,6136,15.95,Frankrijk,,Bottega
Zenato Amarone della Valpolicella Classico 2016,Italië,Amarone della Valpolicella Classico,4.5,5871,85.0,Frankrijk,2016.0,Zenato
Ruggeri Giall'Oro Valdobbiadene Prosecco Superiore Extra Dry N.V.,Italië,Conegliano-Valdobbiadene Prosecco,4.0,5783,21.63,Frankrijk,,Ruggeri
Antinori Tenuta Guado al Tasso Il Bruciato Bolgheri 2020,Italië,Bolgheri,4.2,5749,30.99,Frankrijk,2020.0,Antinori
Zenato Ripassa Valpolicella Ripasso Superiore 2014,Italië,Valpolicella Ripasso,4.1,5743,45.0,Frankrijk,2014.0,Zenato
Tenuta CastelGiocondo Brunello di Montalcino 2010,Italië,Brunello di Montalcino,4.3,5684,95.0,Frankrijk,2010.0,Tenuta
Tommasi Valpolicella Ripasso (Classico Superiore) 2017,Italië,Valpolicella Ripasso,4.1,5616,25.95,Frankrijk,2017.0,Tommasi
Ferghettina Franciacorta Brut N.V.,Italië,Franciacorta,3.8,5575,23.06,Frankrijk,,Ferghettina
Cantine di Ora Amicone 2018,Italië,Veneto,4.1,5512,13.99,Frankrijk,2018.0,Cantine
Tenuta San Guido Guidalberto 2018,Italië,Toscane,4.2,5256,42.0,Frankrijk,2018.0,Tenuta
Fontanafredda Asti Dolce N.V.,Italië,Asti,3.7,5178,19.41,Frankrijk,,Fontanafredda
Masi Costasera Amarone della Valpolicella Classico 2016,Italië,Amarone della Valpolicella Classico,4.4,5102,50.0,Frankrijk,2016.0,Masi
Tenuta San Guido Sassicaia 2016,Italië,Bolgheri Sassicaia,4.7,5061,385.0,Frankrijk,2016.0,Tenuta
Doppio Passo Primitivo 2021,Italië,Puglia,4.1,5044,11.29,Frankrijk,2021.0,Doppio
Casalforte Valpolicella Ripasso 2017,Italië,Valpolicella Ripasso,3.8,4746,15.7,Frankrijk,2017.0,Casalforte
Cavit Lunetta Prosecco N.V.,Italië,Prosecco,3.6,4701,11.0,Frankrijk,,Cavit
Tenuta San Guido Sassicaia 2017,Italië,Bolgheri Sassicaia,4.6,4696,294.99,Frankrijk,2017.0,Tenuta
Zenato Ripassa Valpolicella Ripasso Superiore 2018,Italië,Valpolicella Ripasso,4.2,4667,25.05,Frankrijk,2018.0,Zenato
Zenato Valpolicella Superiore 2016,Italië,Valpolicella,3.8,4495,17.99,Frankrijk,2016.0,Zenato
Castello Nipozzano Chianti R√πfina Riserva 2018,Italië,Chianti Rùfina,4.0,4185,20.72,Frankrijk,2018.0,Castello
Cavicchioli Prosecco N.V.,Italië,Prosecco,3.8,4170,13.95,Frankrijk,,Cavicchioli
Gaja Ca'Marcanda Promis Toscana 2017,Italië,Toscane,4.1,4137,68.0,Frankrijk,2017.0,Gaja
Ferrari Maximum Brut Blanc de Blancs N.V.,Italië,Trento,3.9,4112,30.0,Frankrijk,,Ferrari
C√† dei Frati Ronchedone Rosso 2019,Italië,Lombardije,4.2,4068,29.59,Frankrijk,2019.0,C√†
C√† dei Frati Cuv√©e dei Frati Brut N.V.,Italië,Lombardije,3.8,4065,18.95,Frankrijk,,C√†
Tenuta San Guido Le Difese 2018,Italië,Toscane,3.8,4028,22.5,Frankrijk,2018.0,Tenuta
Adami Bosco di Gica Valdobbiadene Prosecco Superiore Brut N.V.,Italië,Conegliano-Valdobbiadene Prosecco Superiore,3.8,4021,20.99,Frankrijk,,Adami
Tommasi Valpolicella Ripasso (Classico Superiore) 2018,Italië,Valpolicella Ripasso,4.0,3913,23.5,Frankrijk,2018.0,Tommasi
Antinori Villa Antinori Rosso 2019,Italië,Toscane,3.9,3904,19.95,Frankrijk,2019.0,Antinori
Farnese Cinque Autoctoni Collection Limited Release N.V.,Italië,Abruzzo,4.4,3896,34.36,Frankrijk,,Farnese
Ornellaia Le Serre Nuove 2019,Italië,Bolgheri,4.4,3888,59.95,Frankrijk,2019.0,Ornellaia
Tenuta CastelGiocondo Brunello di Montalcino 2009,Italië,Brunello di Montalcino,4.3,3704,225.0,Frankrijk,2009.0,Tenuta
Tenuta San Guido Guidalberto 2019,Italië,Toscane,4.2,3634,45.99,Frankrijk,2019.0,Tenuta
Ornellaia Bolgheri Superiore 2014,Italië,Bolgheri Superiore,4.6,3633,250.0,Frankrijk,2014.0,Ornellaia
Tenuta San Guido Sassicaia 2007,Italië,Bolgheri Sassicaia,4.6,3619,439.99,Frankrijk,2007.0,Tenuta
Ornellaia Le Volte 2020,Italië,Toscane,4.1,3606,27.99,Frankrijk,2020.0,Ornellaia
Allegrini Palazzo della Torre 2018,Italië,Verona,4.0,3604,22.95,Frankrijk,2018.0,Allegrini
C√† dei Frati I Frati Lugana 2021,Italië,Lugana,4.2,3575,17.99,Frankrijk,2021.0,C√†
Frescobaldi R√®mole Rosso 2020,Italië,Toscane,3.8,3436,11.5,Frankrijk,2020.0,Frescobaldi
Banfi Brunello di Montalcino 2016,Italië,Brunello di Montalcino,4.2,3425,38.99,Frankrijk,2016.0,Banfi
Tenuta CastelGiocondo Brunello di Montalcino 2014,Italië,Brunello di Montalcino,4.2,3424,60.0,Frankrijk,2014.0,Tenuta
Castello Nipozzano Chianti R√πfina Riserva 2017,Italië,Chianti Rùfina,3.9,3172,10.64,Frankrijk,2017.0,Castello
Giusti Rosalia Prosecco Extra Dry N.V.,Italië,Prosecco,4.0,3121,12.75,Frankrijk,,Giusti
Planeta Chardonnay 2019,Italië,Menfi,4.2,3024,33.93,Frankrijk,2019.0,Planeta
Antinori Pian delle Vigne Brunello di Montalcino 2015,Italië,Brunello di Montalcino,4.3,2960,75.0,Frankrijk,2015.0,Antinori
Tenuta San Guido Sassicaia 2004,Italië,Bolgheri Sassicaia,4.6,2938,439.99,Frankrijk,2004.0,Tenuta
Ornellaia Bolgheri Superiore 2013,Italië,Bolgheri Superiore,4.5,2926,285.0,Frankrijk,2013.0,Ornellaia
Il Teo Primitivo di Manduria 2016,Italië,Primitivo di Manduria,4.2,2841,30.87,Frankrijk,2016.0,Il
Antinori Castello della Sala Cervaro della Sala 2019,Italië,Umbrië,4.5,2788,95.0,Frankrijk,2019.0,Antinori
G.D. Vajra Albe Barolo 2017,Italië,Barolo,4.1,2750,47.95,Frankrijk,2017.0,G.D.
Gaja Pieve Santa Restituta Brunello di Montalcino 2013,Italië,Brunello di Montalcino,4.4,2740,115.0,Frankrijk,2013.0,Gaja
Banfi Rosso di Montalcino 2019,Italië,Rosso di Montalcino,3.8,2727,20.11,Frankrijk,2019.0,Banfi
Bottega Rose,Italië,Oltrepò Pavese,3.7,2722,25.95,Frankrijk,,Bottega
Tenuta Ulisse Amaranta Montepulciano d'Abruzzo 2018,Italië,Montepulciano d’Abruzzo,4.2,2643,21.99,Frankrijk,2018.0,Tenuta
Antinori Tignanello 2019,Italië,Toscane,4.6,2642,145.0,Frankrijk,2019.0,Antinori
Tenuta San Guido Le Difese 2019,Italië,Toscane,3.9,2638,24.99,Frankrijk,2019.0,Tenuta
Nativ Eremo San Quirico 2017,Italië,Irpinia Campi Taurasini,4.2,2622,17.99,Frankrijk,2017.0,Nativ
Tenuta San Guido Sassicaia 2018,Italië,Bolgheri Sassicaia,4.6,2586,294.95,Frankrijk,2018.0,Tenuta
Ornellaia Bolgheri Superiore 2015,Italië,Bolgheri Superiore,4.6,2546,375.0,Frankrijk,2015.0,Ornellaia
Carpano Antica Formula Vermouth N.V.,Italië,Piemonte,4.5,2538,36.95,Frankrijk,,Carpano
Ricossa Barbera d'Asti 2019,Italië,Barbera d’Asti,3.7,2514,11.99,Frankrijk,2019.0,Ricossa
Tommasi Amarone della Valpolicella Classico 2017,Italië,Amarone della Valpolicella Classico,4.3,2504,47.95,Frankrijk,2017.0,Tommasi
Antinori Tenuta Guado al Tasso Bolgheri Superiore 2012,Italië,Bolgheri Superiore,4.4,2420,119.99,Frankrijk,2012.0,Antinori
Produttori del Barbaresco Barbaresco 2018,Italië,Barbaresco,4.2,2386,39.0,Frankrijk,2018.0,Produttori
La Braccesca Vino Nobile di Montepulciano 2018,Italië,Vino Nobile di Montepulciano,4.1,2379,27.95,Frankrijk,2018.0,La
Casanova di Neri Tenuta Nuova Brunello di Montalcino 2012,Italië,Brunello di Montalcino,4.5,2379,165.0,Frankrijk,2012.0,Casanova
Scaia Bianco (Garganega - Chardonnay) 2020,Italië,Veneto,4.1,2368,15.95,Frankrijk,2020.0,Scaia
Antinori Pian delle Vigne Brunello di Montalcino 2016,Italië,Brunello di Montalcino,4.3,2360,64.95,Frankrijk,2016.0,Antinori
Tenuta Castiglioni Chianti 2020,Italië,Chianti,3.7,2354,14.55,Frankrijk,2020.0,Tenuta
San Marzano 62 Anniversario Primitivo di Manduria Riserva 2017,Italië,Primitivo di Manduria,4.4,2342,39.5,Frankrijk,2017.0,San
Antinori Tenuta Tignanello 'Solaia' 2015,Italië,Toscane,4.7,2337,295.0,Frankrijk,2015.0,Antinori
Antinori Tenuta Guado al Tasso Bolgheri Superiore 2016,Italië,Bolgheri Superiore,4.6,2312,145.0,Frankrijk,2016.0,Antinori
Ruggeri Argeo Prosecco Brut N.V.,Italië,Prosecco di Treviso,3.7,2297,18.67,Frankrijk,,Ruggeri
Botter Prosecco N.V.,Italië,Prosecco,3.6,2282,11.8,Frankrijk,,Botter
G.D. Vajra Langhe Rosso 2019,Italië,Langhe,3.8,2277,20.99,Frankrijk,2019.0,G.D.
Mazzei Chianti Classico Riserva Ser Lapo 2018,Italië,Chianti Classico,3.9,2270,24.99,Frankrijk,2018.0,Mazzei
Gaja Pieve Santa Restituta Brunello di Montalcino 2012,Italië,Brunello di Montalcino,4.4,2263,125.0,Frankrijk,2012.0,Gaja
Tenuta San Guido Sassicaia 2000,Italië,Bolgheri Sassicaia,4.6,2259,439.99,Frankrijk,2000.0,Tenuta
Brilla Prosecco N.V.,Italië,Prosecco,3.9,2257,13.0,Frankrijk,,Brilla
Pradio Passaparola Prosecco N.V.,Italië,Prosecco,3.9,2250,14.45,Frankrijk,,Pradio
Tenuta Castiglioni Chianti 2019,Italië,Chianti,3.6,2226,14.25,Frankrijk,2019.0,Tenuta
Gaja Ca'Marcanda Promis Toscana 2019,Italië,Toscane,4.2,2214,37.95,Frankrijk,2019.0,Gaja
Planeta Chardonnay 2020,Italië,Menfi,4.2,2201,24.95,Frankrijk,2020.0,Planeta
Fratelli Berlucchi Brut 25 N.V.,Italië,Franciacorta,3.8,2179,25.95,Frankrijk,,Fratelli
Rinforzo Primitivo Salento 2019,Italië,Salento,4.4,2117,21.95,Frankrijk,2019.0,Rinforzo
Renato Ratti Barolo Marcenasco 2017,Italië,Barolo,4.3,2107,47.95,Frankrijk,2017.0,Renato
Mazzei Chianti Classico Riserva Ser Lapo 2017,Italië,Chianti Classico,4.0,2085,24.99,Frankrijk,2017.0,Mazzei
San Marzano Edda Bianco 2020,Italië,Salento,4.2,2084,22.5,Frankrijk,2020.0,San
Sensi 18K Prosecco Brut N.V.,Italië,Prosecco,3.7,2072,18.99,Frankrijk,,Sensi
Gaja Ca'Marcanda Magari 2017,Italië,Bolgheri,4.3,2061,62.0,Frankrijk,2017.0,Gaja
Medici Ermete i Quercioli Reggiano Lambrusco Secco N.V.,Italië,Reggiano,3.6,2059,12.95,Frankrijk,,Medici
Vigneti del Vulture Aglianico Del Vulture Piano Del Cerro 2018,Italië,Aglianico del Vulture,4.1,2045,22.95,Frankrijk,2018.0,Vigneti
Tenuta delle Terre Nere Etna Rosso 2019,Italië,De Etna,3.9,2027,19.95,Frankrijk,2019.0,Tenuta
Antinori Tenuta Montenisa 'Marchese Antinori' Blanc de Blancs N.V.,Italië,Franciacorta,3.8,2025,27.95,Frankrijk,,Antinori
Albino Armani Casa Belfi Colf√≤ndo Prosecco N.V.,Italië,Prosecco,3.6,1963,19.0,Frankrijk,,Albino
Antinori Tenuta Guado al Tasso Bolgheri Superiore 2008,Italië,Bolgheri Superiore,4.4,1957,135.0,Frankrijk,2008.0,Antinori
Tormaresca Primitivo Salento Torcicoda 2019,Italië,Salento,4.2,1956,19.95,Frankrijk,2019.0,Tormaresca
Varvaglione Papale Primitivo di Manduria 2019,Italië,Primitivo di Manduria,4.1,1934,14.95,Frankrijk,2019.0,Varvaglione
Ferrari Trento Brut N.V.,Italië,Trento,3.8,24787,41.11131228125553,Frankrijk,,Ferrari
Martini Asti N.V.,Italië,Asti,3.8,23891,13.885277657907496,Frankrijk,,Martini
Zonin Prosecco Cuv√©e 1821 N.V.,Italië,Prosecco,3.7,11471,13.340756965440535,Frankrijk,,Zonin
Nino Franco Rustico Valdobbiadene Prosecco Superiore N.V.,Italië,Conegliano-Valdobbiadene Prosecco Superiore,3.9,8769,23.958910468546268,Frankrijk,,Nino
Bottega Gold N.V.,Italië,Prosecco,3.7,7628,32.12672085555068,Frankrijk,,Bottega
Antinori Tenuta Montenisa 'Marchese Antinori' Cuv√©e Royale N.V.,Italië,Franciacorta,3.8,7021,34.577063971652,Frankrijk,,Antinori
Ornellaia Le Serre Nuove 2016,Italië,Bolgheri,4.3,4981,85.48974871731282,Frankrijk,2016.0,Ornellaia
Montresor Amarone della Valpolicella 2015,Italië,Amarone della Valpolicella,4.2,3937,70.24316932823793,Frankrijk,2015.0,Montresor
Da Luca Prosecco N.V.,Italië,Prosecco,3.6,3901,9.529112118171811,Frankrijk,,Da
Tenuta Luce Lucente 2016,Italië,Toscane,4.0,3877,40.02227089632161,Frankrijk,2016.0,Tenuta
Martini Brut N.V.,Italië,"(""Vino d'Italia"",)",3.4,3215,13.885277657907496,Frankrijk,,Martini
Alberto Nani Organic Prosecco Extra Dry N.V.,Italië,Prosecco,3.8,2456,12.251715580506614,Frankrijk,,Alberto
Jeio Prosecco Brut N.V.,Italië,Prosecco,3.7,1948,15.791100081541858,Frankrijk,,Jeio
Scavi & Ray Prosecco Frizzante N.V.,Italië,Prosecco,3.5,1696,18.785963890110143,Frankrijk,,Scavi
Vietti Barolo Castiglione 2016,Italië,Barolo,4.2,1609,75.68837625290753,Frankrijk,2016.0,Vietti
La Marca Prosecco N.V.,Italië,Prosecco,3.8,30514,15.99,Frankrijk,,La
Mionetto Prestige Collection Brut Prosecco Treviso N.V.,Italië,Prosecco di Treviso,3.6,26323,18.99,Frankrijk,,Mionetto
Martini Asti N.V.,Italië,Asti,3.8,23891,14.99,Frankrijk,,Martini
Roscato Rosso Dolce ‚Äì Sweet Red N.V.,Italië,Provincia di Pavia,4.2,16514,11.99,Frankrijk,,Roscato
Antinori Tignanello 2016,Italië,Toscane,4.6,13363,224.0,Frankrijk,2016.0,Antinori
Antinori Tignanello 2015,Italië,Toscane,4.6,13180,208.0,Frankrijk,2015.0,Antinori
Bellavista Alma Gran Cuv√©e Brut N.V.,Italië,Franciacorta,3.9,12138,30.0,Frankrijk,,Bellavista
Ruffino Prosecco N.V.,Italië,Prosecco,3.7,11703,13.99,Frankrijk,,Ruffino
Antinori Tignanello 2012,Italië,Toscane,4.5,11016,444.0,Frankrijk,2012.0,Antinori
Stella Rosa Rosso (Semi-Sweet) N.V.,Italië,Piemonte,4.0,10410,12.99,Frankrijk,,Stella
Antinori Tenuta Guado al Tasso Il Bruciato Bolgheri 2016,Italië,Bolgheri,4.1,10294,25.48580278109756,Frankrijk,2016.0,Antinori
Zenato Ripassa Valpolicella Ripasso Superiore 2017,Italië,Valpolicella Ripasso,4.2,9942,27.0,Frankrijk,2017.0,Zenato
Antinori Villa Antinori Rosso 2018,Italië,Toscane,3.9,9929,17.99,Frankrijk,2018.0,Antinori
Antinori Tignanello 2011,Italië,Toscane,4.5,9806,203.0,Frankrijk,2011.0,Antinori
Michele Chiarlo Moscato d'Asti Nivole N.V.,Italië,Moscato d’Asti,4.2,9494,11.99,Frankrijk,,Michele
Antinori Tignanello 2010,Italië,Toscane,4.5,9067,371.0,Frankrijk,2010.0,Antinori
Stella Rosa Black N.V.,Italië,Brachetto d’Acqui,3.9,8775,12.99,Frankrijk,,Stella
Nino Franco Rustico Valdobbiadene Prosecco Superiore N.V.,Italië,Conegliano-Valdobbiadene Prosecco Superiore,3.9,8769,22.99,Frankrijk,,Nino
Cantina Zaccagnini Il Vino dal Tralcetto Montepulciano d'Abruzzo 2018,Italië,Montepulciano d’Abruzzo,3.8,8626,14.99,Frankrijk,2018.0,Cantina
Antinori Tignanello 2017,Italië,Toscane,4.6,8179,231.0,Frankrijk,2017.0,Antinori
Bottega Gold N.V.,Italië,Prosecco,3.7,7628,45.99,Frankrijk,,Bottega
Antinori Tignanello 2018,Italië,Toscane,4.7,7145,155.0,Frankrijk,2018.0,Antinori
Ornellaia Le Volte 2019,Italië,Toscane,4.0,7081,24.99,Frankrijk,2019.0,Ornellaia
Antinori Villa Antinori Chianti Classico Riserva 2015,Italië,Chianti Classico,4.0,7027,40.0,Frankrijk,2015.0,Antinori
Antinori P√®ppoli Chianti Classico 2016,Italië,Chianti Classico,3.9,6811,37.0,Frankrijk,2016.0,Antinori
Tenuta CastelGiocondo Brunello di Montalcino 2013,Italië,Brunello di Montalcino,4.3,6580,71.0,Frankrijk,2013.0,Tenuta
Freixenet Italian Sparkling Ros√© N.V.,Italië,"(""Vino d'Italia"",)",3.8,6566,9.99,Frankrijk,,Freixenet
Antinori Villa Antinori Chianti Classico Riserva 2016,Italië,Chianti Classico,4.1,6362,34.95,Frankrijk,2016.0,Antinori
Gancia Asti N.V.,Italië,Asti,3.8,6351,16.99,Frankrijk,,Gancia
Risata Moscato d'Asti N.V.,Italië,Moscato d’Asti,4.2,6224,15.99,Frankrijk,,Risata
Gancia Prosecco N.V.,Italië,Prosecco,3.6,6222,23.99,Frankrijk,,Gancia
Antinori Tenuta Guado al Tasso Il Bruciato Bolgheri 2019,Italië,Bolgheri,4.2,6166,45.0,Frankrijk,2019.0,Antinori
Antinori Tenuta Tignanello 'Marchese Antinori' Chianti Classico Riserva 2016,Italië,Chianti Classico,4.3,5858,59.0,Frankrijk,2016.0,Antinori
Antinori Tenuta Guado al Tasso Il Bruciato Bolgheri 2020,Italië,Bolgheri,4.2,5749,62.0,Frankrijk,2020.0,Antinori
Tenuta CastelGiocondo Brunello di Montalcino 2010,Italië,Brunello di Montalcino,4.3,5684,78.0,Frankrijk,2010.0,Tenuta
Produttori del Barbaresco Barbaresco 2017,Italië,Barbaresco,4.2,5667,46.0,Frankrijk,2017.0,Produttori
Produttori del Barbaresco Barbaresco 2015,Italië,Barbaresco,4.1,5216,57.0,Frankrijk,2015.0,Produttori
Fantinel Prosecco Extra Dry N.V.,Italië,Prosecco,3.7,5200,13.98,Frankrijk,,Fantinel
Tenuta San Guido Le Difese 2015,Italië,Toscane,3.7,5189,22.232296043085107,Frankrijk,2015.0,Tenuta
Masi Costasera Amarone della Valpolicella Classico 2016,Italië,Amarone della Valpolicella Classico,4.4,5102,67.99,Frankrijk,2016.0,Masi
Tenuta San Guido Sassicaia 2016,Italië,Bolgheri Sassicaia,4.7,5061,595.0,Frankrijk,2016.0,Tenuta
Col d'Orcia Brunello di Montalcino 2015,Italië,Brunello di Montalcino,4.2,4808,59.0,Frankrijk,2015.0,Col
Stella Rosa Moscato d'Asti N.V.,Italië,Moscato d’Asti,4.3,4714,12.99,Frankrijk,,Stella
Cavit Lunetta Prosecco N.V.,Italië,Prosecco,3.6,4701,11.99,Frankrijk,,Cavit
Tenuta San Guido Sassicaia 2017,Italië,Bolgheri Sassicaia,4.6,4696,269.99,Frankrijk,2017.0,Tenuta
Tenuta CastelGiocondo Brunello di Montalcino 2015,Italië,Brunello di Montalcino,4.3,4596,97.0,Frankrijk,2015.0,Tenuta
Col d'Orcia Brunello di Montalcino 2012,Italië,Brunello di Montalcino,4.1,4272,80.0,Frankrijk,2012.0,Col
Antinori Tenuta Tignanello 'Marchese Antinori' Chianti Classico Riserva 2011,Italië,Chianti Classico,4.0,4236,61.0,Frankrijk,2011.0,Antinori
Cupcake Prosecco N.V.,Italië,Prosecco,3.5,4206,11.99,Frankrijk,,Cupcake
Antinori Pian delle Vigne Brunello di Montalcino 2013,Italië,Brunello di Montalcino,4.4,4145,58.0,Frankrijk,2013.0,Antinori
Antinori Tignanello 2007,Italië,Toscane,4.5,4131,281.0,Frankrijk,2007.0,Antinori
Tenuta Luce Lucente 2017,Italië,Toscane,4.0,4078,29.0,Frankrijk,2017.0,Tenuta
Adami Bosco di Gica Valdobbiadene Prosecco Superiore Brut N.V.,Italië,Conegliano-Valdobbiadene Prosecco Superiore,3.8,4021,23.98,Frankrijk,,Adami
Tenuta San Guido Guidalberto 2014,Italië,Toscane,4.0,3993,44.464592086170214,Frankrijk,2014.0,Tenuta
Tenuta Luce Lucente 2015,Italië,Toscane,4.0,3939,279.0,Frankrijk,2015.0,Tenuta
Antinori Villa Antinori Rosso 2019,Italië,Toscane,3.9,3904,27.95,Frankrijk,2019.0,Antinori
Ornellaia Le Serre Nuove 2019,Italië,Bolgheri,4.4,3888,56.0,Frankrijk,2019.0,Ornellaia
Produttori del Barbaresco Barbaresco 2016,Italië,Barbaresco,4.2,3885,73.0,Frankrijk,2016.0,Produttori
Produttori del Barbaresco Barbaresco 2014,Italië,Barbaresco,4.0,3758,52.0,Frankrijk,2014.0,Produttori
Antinori Tenuta Tignanello 'Marchese Antinori' Chianti Classico Riserva 2018,Italië,Chianti Classico,4.3,3742,73.0,Frankrijk,2018.0,Antinori
Col d'Orcia Brunello di Montalcino 2016,Italië,Brunello di Montalcino,4.2,3730,49.99,Frankrijk,2016.0,Col
Tenuta CastelGiocondo Brunello di Montalcino 2009,Italië,Brunello di Montalcino,4.3,3704,331.0,Frankrijk,2009.0,Tenuta
Tenuta San Guido Guidalberto 2019,Italië,Toscane,4.2,3634,43.94,Frankrijk,2019.0,Tenuta
Ornellaia Bolgheri Superiore 2014,Italië,Bolgheri Superiore,4.6,3633,249.99,Frankrijk,2014.0,Ornellaia
Tenuta San Guido Sassicaia 2007,Italië,Bolgheri Sassicaia,4.6,3619,1375.0,Frankrijk,2007.0,Tenuta
Tenuta CastelGiocondo Brunello di Montalcino 2016,Italië,Brunello di Montalcino,4.3,3578,98.0,Frankrijk,2016.0,Tenuta
Biondi-Santi Brunello di Montalcino 2007,Italië,Brunello di Montalcino,4.5,3560,223.0,Frankrijk,2007.0,Biondi-Santi
Tenuta CastelGiocondo Brunello di Montalcino 2014,Italië,Brunello di Montalcino,4.2,3424,61.0,Frankrijk,2014.0,Tenuta
Col d'Orcia Brunello di Montalcino 2014,Italië,Brunello di Montalcino,4.0,3408,45.0,Frankrijk,2014.0,Col
Col d'Orcia Brunello di Montalcino 2010,Italië,Brunello di Montalcino,4.1,3375,106.0,Frankrijk,2010.0,Col
Ornellaia Bolgheri Superiore 2012,Italië,Bolgheri Superiore,4.6,3369,249.99,Frankrijk,2012.0,Ornellaia
Antinori Castello della Sala Cervaro della Sala 2018,Italië,Umbrië,4.5,3292,108.0,Frankrijk,2018.0,Antinori
Gaja Ca'Marcanda Promis Toscana 2018,Italië,Toscane,4.2,3150,59.99,Frankrijk,2018.0,Gaja
Antinori Badia a Passignano Gran Selezione Chianti Classico 2015,Italië,Chianti Classico,4.3,3139,120.0,Frankrijk,2015.0,Antinori
Produttori del Barbaresco Nebbiolo Langhe 2018,Italië,Langhe,3.8,3043,36.0,Frankrijk,2018.0,Produttori
Stella Rosa Stella Peach N.V.,Italië,Piemonte,4.3,3001,12.99,Frankrijk,,Stella
Antinori Pian delle Vigne Brunello di Montalcino 2015,Italië,Brunello di Montalcino,4.3,2960,63.0,Frankrijk,2015.0,Antinori
Produttori del Barbaresco Barbaresco 2013,Italië,Barbaresco,3.9,2909,64.0,Frankrijk,2013.0,Produttori
Zardetto Z Prosecco Brut N.V.,Italië,Prosecco,3.6,2893,18.425693159610535,Frankrijk,,Zardetto
Santa Margherita Pinot Grigio Valdadige 2021,Italië,Valdadige,3.9,2873,17.99,Frankrijk,2021.0,Santa
F√®lsina Berardenga Chianti Classico 2018,Italië,Chianti Classico,3.8,2841,14.99,Frankrijk,2018.0,F√®lsina
Antinori Castello della Sala Cervaro della Sala 2015,Italië,Umbrië,4.4,2836,100.0,Frankrijk,2015.0,Antinori
Antinori Castello della Sala Cervaro della Sala 2019,Italië,Umbrië,4.5,2788,107.0,Frankrijk,2019.0,Antinori
Batasiolo Barolo 2009,Italië,Barolo,3.9,2733,27.11255615010379,Frankrijk,2009.0,Batasiolo
Antinori Tenuta Tignanello 'Marchese Antinori' Chianti Classico Riserva 2017,Italië,Chianti Classico,4.3,2677,112.0,Frankrijk,2017.0,Antinori
Antinori Tignanello 2019,Italië,Toscane,4.6,2642,149.99,Frankrijk,2019.0,Antinori
Tenuta San Guido Sassicaia 2018,Italië,Bolgheri Sassicaia,4.6,2586,329.99,Frankrijk,2018.0,Tenuta
Antinori Badia a Passignano Gran Selezione Chianti Classico 2016,Italië,Chianti Classico,4.3,2542,53.0,Frankrijk,2016.0,Antinori
Isole e Olena Chianti Classico 2015,Italië,Chianti Classico,3.9,2515,36.0,Frankrijk,2015.0,Isole
G.D. Vajra Albe Barolo 2014,Italië,Barolo,4.0,2506,58.0,Frankrijk,2014.0,G.D.
Cantine Minini Mea Culpa Rosso N.V.,Italië,Terre Siciliane,4.2,2479,14.99,Frankrijk,,Cantine
